Sample_name	Species	Read_1	Read_2
ERR1156227	E_faecium	E_faecium_342/all_reads/ERR1156227_1.fastq.gz	E_faecium_342/all_reads/ERR1156227_2.fastq.gz
ERR1156228	E_faecium	E_faecium_342/all_reads/ERR1156228_1.fastq.gz	E_faecium_342/all_reads/ERR1156228_2.fastq.gz
ERR1156230	E_faecium	E_faecium_342/all_reads/ERR1156230_1.fastq.gz	E_faecium_342/all_reads/ERR1156230_2.fastq.gz
ERR1156231	E_faecium	E_faecium_342/all_reads/ERR1156231_1.fastq.gz	E_faecium_342/all_reads/ERR1156231_2.fastq.gz
ERR1156233	E_faecium	E_faecium_342/all_reads/ERR1156233_1.fastq.gz	E_faecium_342/all_reads/ERR1156233_2.fastq.gz
ERR1156236	E_faecium	E_faecium_342/all_reads/ERR1156236_1.fastq.gz	E_faecium_342/all_reads/ERR1156236_2.fastq.gz
ERR1156237	E_faecium	E_faecium_342/all_reads/ERR1156237_1.fastq.gz	E_faecium_342/all_reads/ERR1156237_2.fastq.gz
ERR1156241	E_faecium	E_faecium_342/all_reads/ERR1156241_1.fastq.gz	E_faecium_342/all_reads/ERR1156241_2.fastq.gz
ERR1156242	E_faecium	E_faecium_342/all_reads/ERR1156242_1.fastq.gz	E_faecium_342/all_reads/ERR1156242_2.fastq.gz
ERR1156243	E_faecium	E_faecium_342/all_reads/ERR1156243_1.fastq.gz	E_faecium_342/all_reads/ERR1156243_2.fastq.gz
ERR1156244	E_faecium	E_faecium_342/all_reads/ERR1156244_1.fastq.gz	E_faecium_342/all_reads/ERR1156244_2.fastq.gz
ERR1156245	E_faecium	E_faecium_342/all_reads/ERR1156245_1.fastq.gz	E_faecium_342/all_reads/ERR1156245_2.fastq.gz
ERR1156246	E_faecium	E_faecium_342/all_reads/ERR1156246_1.fastq.gz	E_faecium_342/all_reads/ERR1156246_2.fastq.gz
ERR1156247	E_faecium	E_faecium_342/all_reads/ERR1156247_1.fastq.gz	E_faecium_342/all_reads/ERR1156247_2.fastq.gz
ERR1156248	E_faecium	E_faecium_342/all_reads/ERR1156248_1.fastq.gz	E_faecium_342/all_reads/ERR1156248_2.fastq.gz
ERR1156249	E_faecium	E_faecium_342/all_reads/ERR1156249_1.fastq.gz	E_faecium_342/all_reads/ERR1156249_2.fastq.gz
ERR1156250	E_faecium	E_faecium_342/all_reads/ERR1156250_1.fastq.gz	E_faecium_342/all_reads/ERR1156250_2.fastq.gz
ERR1156251	E_faecium	E_faecium_342/all_reads/ERR1156251_1.fastq.gz	E_faecium_342/all_reads/ERR1156251_2.fastq.gz
ERR1156252	E_faecium	E_faecium_342/all_reads/ERR1156252_1.fastq.gz	E_faecium_342/all_reads/ERR1156252_2.fastq.gz
ERR1156253	E_faecium	E_faecium_342/all_reads/ERR1156253_1.fastq.gz	E_faecium_342/all_reads/ERR1156253_2.fastq.gz
ERR1156254	E_faecium	E_faecium_342/all_reads/ERR1156254_1.fastq.gz	E_faecium_342/all_reads/ERR1156254_2.fastq.gz
ERR1156258	E_faecium	E_faecium_342/all_reads/ERR1156258_1.fastq.gz	E_faecium_342/all_reads/ERR1156258_2.fastq.gz
ERR1156264	E_faecium	E_faecium_342/all_reads/ERR1156264_1.fastq.gz	E_faecium_342/all_reads/ERR1156264_2.fastq.gz
ERR1156265	E_faecium	E_faecium_342/all_reads/ERR1156265_1.fastq.gz	E_faecium_342/all_reads/ERR1156265_2.fastq.gz
ERR1156266	E_faecium	E_faecium_342/all_reads/ERR1156266_1.fastq.gz	E_faecium_342/all_reads/ERR1156266_2.fastq.gz
ERR1156267	E_faecium	E_faecium_342/all_reads/ERR1156267_1.fastq.gz	E_faecium_342/all_reads/ERR1156267_2.fastq.gz
ERR1156268	E_faecium	E_faecium_342/all_reads/ERR1156268_1.fastq.gz	E_faecium_342/all_reads/ERR1156268_2.fastq.gz
ERR1156269	E_faecium	E_faecium_342/all_reads/ERR1156269_1.fastq.gz	E_faecium_342/all_reads/ERR1156269_2.fastq.gz
ERR1156270	E_faecium	E_faecium_342/all_reads/ERR1156270_1.fastq.gz	E_faecium_342/all_reads/ERR1156270_2.fastq.gz
ERR1156272	E_faecium	E_faecium_342/all_reads/ERR1156272_1.fastq.gz	E_faecium_342/all_reads/ERR1156272_2.fastq.gz
ERR1156274	E_faecium	E_faecium_342/all_reads/ERR1156274_1.fastq.gz	E_faecium_342/all_reads/ERR1156274_2.fastq.gz
ERR1156286	E_faecium	E_faecium_342/all_reads/ERR1156286_1.fastq.gz	E_faecium_342/all_reads/ERR1156286_2.fastq.gz
ERR1156287	E_faecium	E_faecium_342/all_reads/ERR1156287_1.fastq.gz	E_faecium_342/all_reads/ERR1156287_2.fastq.gz
ERR1156288	E_faecium	E_faecium_342/all_reads/ERR1156288_1.fastq.gz	E_faecium_342/all_reads/ERR1156288_2.fastq.gz
ERR1156289	E_faecium	E_faecium_342/all_reads/ERR1156289_1.fastq.gz	E_faecium_342/all_reads/ERR1156289_2.fastq.gz
ERR1156290	E_faecium	E_faecium_342/all_reads/ERR1156290_1.fastq.gz	E_faecium_342/all_reads/ERR1156290_2.fastq.gz
ERR1156291	E_faecium	E_faecium_342/all_reads/ERR1156291_1.fastq.gz	E_faecium_342/all_reads/ERR1156291_2.fastq.gz
ERR1156293	E_faecium	E_faecium_342/all_reads/ERR1156293_1.fastq.gz	E_faecium_342/all_reads/ERR1156293_2.fastq.gz
ERR1156294	E_faecium	E_faecium_342/all_reads/ERR1156294_1.fastq.gz	E_faecium_342/all_reads/ERR1156294_2.fastq.gz
ERR1156295	E_faecium	E_faecium_342/all_reads/ERR1156295_1.fastq.gz	E_faecium_342/all_reads/ERR1156295_2.fastq.gz
ERR1156296	E_faecium	E_faecium_342/all_reads/ERR1156296_1.fastq.gz	E_faecium_342/all_reads/ERR1156296_2.fastq.gz
ERR1156299	E_faecium	E_faecium_342/all_reads/ERR1156299_1.fastq.gz	E_faecium_342/all_reads/ERR1156299_2.fastq.gz
ERR1156300	E_faecium	E_faecium_342/all_reads/ERR1156300_1.fastq.gz	E_faecium_342/all_reads/ERR1156300_2.fastq.gz
ERR1156301	E_faecium	E_faecium_342/all_reads/ERR1156301_1.fastq.gz	E_faecium_342/all_reads/ERR1156301_2.fastq.gz
ERR1156303	E_faecium	E_faecium_342/all_reads/ERR1156303_1.fastq.gz	E_faecium_342/all_reads/ERR1156303_2.fastq.gz
ERR1156304	E_faecium	E_faecium_342/all_reads/ERR1156304_1.fastq.gz	E_faecium_342/all_reads/ERR1156304_2.fastq.gz
ERR1156305	E_faecium	E_faecium_342/all_reads/ERR1156305_1.fastq.gz	E_faecium_342/all_reads/ERR1156305_2.fastq.gz
ERR1156306	E_faecium	E_faecium_342/all_reads/ERR1156306_1.fastq.gz	E_faecium_342/all_reads/ERR1156306_2.fastq.gz
ERR1156309	E_faecium	E_faecium_342/all_reads/ERR1156309_1.fastq.gz	E_faecium_342/all_reads/ERR1156309_2.fastq.gz
ERR1156310	E_faecium	E_faecium_342/all_reads/ERR1156310_1.fastq.gz	E_faecium_342/all_reads/ERR1156310_2.fastq.gz
ERR1156311	E_faecium	E_faecium_342/all_reads/ERR1156311_1.fastq.gz	E_faecium_342/all_reads/ERR1156311_2.fastq.gz
ERR1156312	E_faecium	E_faecium_342/all_reads/ERR1156312_1.fastq.gz	E_faecium_342/all_reads/ERR1156312_2.fastq.gz
ERR1156313	E_faecium	E_faecium_342/all_reads/ERR1156313_1.fastq.gz	E_faecium_342/all_reads/ERR1156313_2.fastq.gz
ERR1156318	E_faecium	E_faecium_342/all_reads/ERR1156318_1.fastq.gz	E_faecium_342/all_reads/ERR1156318_2.fastq.gz
ERR1156320	E_faecium	E_faecium_342/all_reads/ERR1156320_1.fastq.gz	E_faecium_342/all_reads/ERR1156320_2.fastq.gz
ERR1216304	E_faecium	E_faecium_342/all_reads/ERR1216304_1.fastq.gz	E_faecium_342/all_reads/ERR1216304_2.fastq.gz
ERR1216305	E_faecium	E_faecium_342/all_reads/ERR1216305_1.fastq.gz	E_faecium_342/all_reads/ERR1216305_2.fastq.gz
ERR369939	E_faecium	E_faecium_342/all_reads/ERR369939_1.fastq.gz	E_faecium_342/all_reads/ERR369939_2.fastq.gz
ERR369940	E_faecium	E_faecium_342/all_reads/ERR369940_1.fastq.gz	E_faecium_342/all_reads/ERR369940_2.fastq.gz
ERR369944	E_faecium	E_faecium_342/all_reads/ERR369944_1.fastq.gz	E_faecium_342/all_reads/ERR369944_2.fastq.gz
ERR369945	E_faecium	E_faecium_342/all_reads/ERR369945_1.fastq.gz	E_faecium_342/all_reads/ERR369945_2.fastq.gz
ERR369955	E_faecium	E_faecium_342/all_reads/ERR369955_1.fastq.gz	E_faecium_342/all_reads/ERR369955_2.fastq.gz
ERR369964	E_faecium	E_faecium_342/all_reads/ERR369964_1.fastq.gz	E_faecium_342/all_reads/ERR369964_2.fastq.gz
ERR369966	E_faecium	E_faecium_342/all_reads/ERR369966_1.fastq.gz	E_faecium_342/all_reads/ERR369966_2.fastq.gz
ERR369976	E_faecium	E_faecium_342/all_reads/ERR369976_1.fastq.gz	E_faecium_342/all_reads/ERR369976_2.fastq.gz
ERR369978	E_faecium	E_faecium_342/all_reads/ERR369978_1.fastq.gz	E_faecium_342/all_reads/ERR369978_2.fastq.gz
ERR369990	E_faecium	E_faecium_342/all_reads/ERR369990_1.fastq.gz	E_faecium_342/all_reads/ERR369990_2.fastq.gz
ERR369997	E_faecium	E_faecium_342/all_reads/ERR369997_1.fastq.gz	E_faecium_342/all_reads/ERR369997_2.fastq.gz
ERR369998	E_faecium	E_faecium_342/all_reads/ERR369998_1.fastq.gz	E_faecium_342/all_reads/ERR369998_2.fastq.gz
ERR370003	E_faecium	E_faecium_342/all_reads/ERR370003_1.fastq.gz	E_faecium_342/all_reads/ERR370003_2.fastq.gz
ERR370004	E_faecium	E_faecium_342/all_reads/ERR370004_1.fastq.gz	E_faecium_342/all_reads/ERR370004_2.fastq.gz
ERR370005	E_faecium	E_faecium_342/all_reads/ERR370005_1.fastq.gz	E_faecium_342/all_reads/ERR370005_2.fastq.gz
ERR370007	E_faecium	E_faecium_342/all_reads/ERR370007_1.fastq.gz	E_faecium_342/all_reads/ERR370007_2.fastq.gz
ERR370008	E_faecium	E_faecium_342/all_reads/ERR370008_1.fastq.gz	E_faecium_342/all_reads/ERR370008_2.fastq.gz
ERR370011	E_faecium	E_faecium_342/all_reads/ERR370011_1.fastq.gz	E_faecium_342/all_reads/ERR370011_2.fastq.gz
ERR370012	E_faecium	E_faecium_342/all_reads/ERR370012_1.fastq.gz	E_faecium_342/all_reads/ERR370012_2.fastq.gz
ERR370013	E_faecium	E_faecium_342/all_reads/ERR370013_1.fastq.gz	E_faecium_342/all_reads/ERR370013_2.fastq.gz
ERR370015	E_faecium	E_faecium_342/all_reads/ERR370015_1.fastq.gz	E_faecium_342/all_reads/ERR370015_2.fastq.gz
ERR370018	E_faecium	E_faecium_342/all_reads/ERR370018_1.fastq.gz	E_faecium_342/all_reads/ERR370018_2.fastq.gz
ERR370019	E_faecium	E_faecium_342/all_reads/ERR370019_1.fastq.gz	E_faecium_342/all_reads/ERR370019_2.fastq.gz
ERR370020	E_faecium	E_faecium_342/all_reads/ERR370020_1.fastq.gz	E_faecium_342/all_reads/ERR370020_2.fastq.gz
ERR370021	E_faecium	E_faecium_342/all_reads/ERR370021_1.fastq.gz	E_faecium_342/all_reads/ERR370021_2.fastq.gz
ERR370022	E_faecium	E_faecium_342/all_reads/ERR370022_1.fastq.gz	E_faecium_342/all_reads/ERR370022_2.fastq.gz
ERR370023	E_faecium	E_faecium_342/all_reads/ERR370023_1.fastq.gz	E_faecium_342/all_reads/ERR370023_2.fastq.gz
ERR370024	E_faecium	E_faecium_342/all_reads/ERR370024_1.fastq.gz	E_faecium_342/all_reads/ERR370024_2.fastq.gz
ERR370029	E_faecium	E_faecium_342/all_reads/ERR370029_1.fastq.gz	E_faecium_342/all_reads/ERR370029_2.fastq.gz
ERR370031	E_faecium	E_faecium_342/all_reads/ERR370031_1.fastq.gz	E_faecium_342/all_reads/ERR370031_2.fastq.gz
ERR370033	E_faecium	E_faecium_342/all_reads/ERR370033_1.fastq.gz	E_faecium_342/all_reads/ERR370033_2.fastq.gz
ERR374660	E_faecium	E_faecium_342/all_reads/ERR374660_1.fastq.gz	E_faecium_342/all_reads/ERR374660_2.fastq.gz
ERR374662	E_faecium	E_faecium_342/all_reads/ERR374662_1.fastq.gz	E_faecium_342/all_reads/ERR374662_2.fastq.gz
ERR374663	E_faecium	E_faecium_342/all_reads/ERR374663_1.fastq.gz	E_faecium_342/all_reads/ERR374663_2.fastq.gz
ERR374664	E_faecium	E_faecium_342/all_reads/ERR374664_1.fastq.gz	E_faecium_342/all_reads/ERR374664_2.fastq.gz
ERR374668	E_faecium	E_faecium_342/all_reads/ERR374668_1.fastq.gz	E_faecium_342/all_reads/ERR374668_2.fastq.gz
ERR374670	E_faecium	E_faecium_342/all_reads/ERR374670_1.fastq.gz	E_faecium_342/all_reads/ERR374670_2.fastq.gz
ERR374671	E_faecium	E_faecium_342/all_reads/ERR374671_1.fastq.gz	E_faecium_342/all_reads/ERR374671_2.fastq.gz
ERR374673	E_faecium	E_faecium_342/all_reads/ERR374673_1.fastq.gz	E_faecium_342/all_reads/ERR374673_2.fastq.gz
ERR374674	E_faecium	E_faecium_342/all_reads/ERR374674_1.fastq.gz	E_faecium_342/all_reads/ERR374674_2.fastq.gz
ERR374682	E_faecium	E_faecium_342/all_reads/ERR374682_1.fastq.gz	E_faecium_342/all_reads/ERR374682_2.fastq.gz
ERR374689	E_faecium	E_faecium_342/all_reads/ERR374689_1.fastq.gz	E_faecium_342/all_reads/ERR374689_2.fastq.gz
ERR374693	E_faecium	E_faecium_342/all_reads/ERR374693_1.fastq.gz	E_faecium_342/all_reads/ERR374693_2.fastq.gz
ERR374697	E_faecium	E_faecium_342/all_reads/ERR374697_1.fastq.gz	E_faecium_342/all_reads/ERR374697_2.fastq.gz
ERR374698	E_faecium	E_faecium_342/all_reads/ERR374698_1.fastq.gz	E_faecium_342/all_reads/ERR374698_2.fastq.gz
ERR374701	E_faecium	E_faecium_342/all_reads/ERR374701_1.fastq.gz	E_faecium_342/all_reads/ERR374701_2.fastq.gz
ERR374702	E_faecium	E_faecium_342/all_reads/ERR374702_1.fastq.gz	E_faecium_342/all_reads/ERR374702_2.fastq.gz
ERR374707	E_faecium	E_faecium_342/all_reads/ERR374707_1.fastq.gz	E_faecium_342/all_reads/ERR374707_2.fastq.gz
ERR374713	E_faecium	E_faecium_342/all_reads/ERR374713_1.fastq.gz	E_faecium_342/all_reads/ERR374713_2.fastq.gz
ERR374718	E_faecium	E_faecium_342/all_reads/ERR374718_1.fastq.gz	E_faecium_342/all_reads/ERR374718_2.fastq.gz
ERR374721	E_faecium	E_faecium_342/all_reads/ERR374721_1.fastq.gz	E_faecium_342/all_reads/ERR374721_2.fastq.gz
ERR374722	E_faecium	E_faecium_342/all_reads/ERR374722_1.fastq.gz	E_faecium_342/all_reads/ERR374722_2.fastq.gz
ERR374727	E_faecium	E_faecium_342/all_reads/ERR374727_1.fastq.gz	E_faecium_342/all_reads/ERR374727_2.fastq.gz
ERR374729	E_faecium	E_faecium_342/all_reads/ERR374729_1.fastq.gz	E_faecium_342/all_reads/ERR374729_2.fastq.gz
ERR374731	E_faecium	E_faecium_342/all_reads/ERR374731_1.fastq.gz	E_faecium_342/all_reads/ERR374731_2.fastq.gz
ERR374732	E_faecium	E_faecium_342/all_reads/ERR374732_1.fastq.gz	E_faecium_342/all_reads/ERR374732_2.fastq.gz
ERR374733	E_faecium	E_faecium_342/all_reads/ERR374733_1.fastq.gz	E_faecium_342/all_reads/ERR374733_2.fastq.gz
ERR374735	E_faecium	E_faecium_342/all_reads/ERR374735_1.fastq.gz	E_faecium_342/all_reads/ERR374735_2.fastq.gz
ERR374737	E_faecium	E_faecium_342/all_reads/ERR374737_1.fastq.gz	E_faecium_342/all_reads/ERR374737_2.fastq.gz
ERR374738	E_faecium	E_faecium_342/all_reads/ERR374738_1.fastq.gz	E_faecium_342/all_reads/ERR374738_2.fastq.gz
ERR374739	E_faecium	E_faecium_342/all_reads/ERR374739_1.fastq.gz	E_faecium_342/all_reads/ERR374739_2.fastq.gz
ERR374746	E_faecium	E_faecium_342/all_reads/ERR374746_1.fastq.gz	E_faecium_342/all_reads/ERR374746_2.fastq.gz
ERR374751	E_faecium	E_faecium_342/all_reads/ERR374751_1.fastq.gz	E_faecium_342/all_reads/ERR374751_2.fastq.gz
ERR374760	E_faecium	E_faecium_342/all_reads/ERR374760_1.fastq.gz	E_faecium_342/all_reads/ERR374760_2.fastq.gz
ERR374762	E_faecium	E_faecium_342/all_reads/ERR374762_1.fastq.gz	E_faecium_342/all_reads/ERR374762_2.fastq.gz
ERR374765	E_faecium	E_faecium_342/all_reads/ERR374765_1.fastq.gz	E_faecium_342/all_reads/ERR374765_2.fastq.gz
ERR374767	E_faecium	E_faecium_342/all_reads/ERR374767_1.fastq.gz	E_faecium_342/all_reads/ERR374767_2.fastq.gz
ERR374770	E_faecium	E_faecium_342/all_reads/ERR374770_1.fastq.gz	E_faecium_342/all_reads/ERR374770_2.fastq.gz
ERR374772	E_faecium	E_faecium_342/all_reads/ERR374772_1.fastq.gz	E_faecium_342/all_reads/ERR374772_2.fastq.gz
ERR374774	E_faecium	E_faecium_342/all_reads/ERR374774_1.fastq.gz	E_faecium_342/all_reads/ERR374774_2.fastq.gz
ERR374776	E_faecium	E_faecium_342/all_reads/ERR374776_1.fastq.gz	E_faecium_342/all_reads/ERR374776_2.fastq.gz
ERR374784	E_faecium	E_faecium_342/all_reads/ERR374784_1.fastq.gz	E_faecium_342/all_reads/ERR374784_2.fastq.gz
ERR374789	E_faecium	E_faecium_342/all_reads/ERR374789_1.fastq.gz	E_faecium_342/all_reads/ERR374789_2.fastq.gz
ERR374793	E_faecium	E_faecium_342/all_reads/ERR374793_1.fastq.gz	E_faecium_342/all_reads/ERR374793_2.fastq.gz
ERR374797	E_faecium	E_faecium_342/all_reads/ERR374797_1.fastq.gz	E_faecium_342/all_reads/ERR374797_2.fastq.gz
ERR374798	E_faecium	E_faecium_342/all_reads/ERR374798_1.fastq.gz	E_faecium_342/all_reads/ERR374798_2.fastq.gz
ERR374805	E_faecium	E_faecium_342/all_reads/ERR374805_1.fastq.gz	E_faecium_342/all_reads/ERR374805_2.fastq.gz
ERR374807	E_faecium	E_faecium_342/all_reads/ERR374807_1.fastq.gz	E_faecium_342/all_reads/ERR374807_2.fastq.gz
ERR374810	E_faecium	E_faecium_342/all_reads/ERR374810_1.fastq.gz	E_faecium_342/all_reads/ERR374810_2.fastq.gz
ERR374814	E_faecium	E_faecium_342/all_reads/ERR374814_1.fastq.gz	E_faecium_342/all_reads/ERR374814_2.fastq.gz
ERR374815	E_faecium	E_faecium_342/all_reads/ERR374815_1.fastq.gz	E_faecium_342/all_reads/ERR374815_2.fastq.gz
ERR374816	E_faecium	E_faecium_342/all_reads/ERR374816_1.fastq.gz	E_faecium_342/all_reads/ERR374816_2.fastq.gz
ERR374820	E_faecium	E_faecium_342/all_reads/ERR374820_1.fastq.gz	E_faecium_342/all_reads/ERR374820_2.fastq.gz
ERR374821	E_faecium	E_faecium_342/all_reads/ERR374821_1.fastq.gz	E_faecium_342/all_reads/ERR374821_2.fastq.gz
ERR374823	E_faecium	E_faecium_342/all_reads/ERR374823_1.fastq.gz	E_faecium_342/all_reads/ERR374823_2.fastq.gz
ERR374827	E_faecium	E_faecium_342/all_reads/ERR374827_1.fastq.gz	E_faecium_342/all_reads/ERR374827_2.fastq.gz
ERR374832	E_faecium	E_faecium_342/all_reads/ERR374832_1.fastq.gz	E_faecium_342/all_reads/ERR374832_2.fastq.gz
ERR374833	E_faecium	E_faecium_342/all_reads/ERR374833_1.fastq.gz	E_faecium_342/all_reads/ERR374833_2.fastq.gz
ERR374835	E_faecium	E_faecium_342/all_reads/ERR374835_1.fastq.gz	E_faecium_342/all_reads/ERR374835_2.fastq.gz
ERR374837	E_faecium	E_faecium_342/all_reads/ERR374837_1.fastq.gz	E_faecium_342/all_reads/ERR374837_2.fastq.gz
ERR374840	E_faecium	E_faecium_342/all_reads/ERR374840_1.fastq.gz	E_faecium_342/all_reads/ERR374840_2.fastq.gz
ERR374844	E_faecium	E_faecium_342/all_reads/ERR374844_1.fastq.gz	E_faecium_342/all_reads/ERR374844_2.fastq.gz
ERR374845	E_faecium	E_faecium_342/all_reads/ERR374845_1.fastq.gz	E_faecium_342/all_reads/ERR374845_2.fastq.gz
ERR374848	E_faecium	E_faecium_342/all_reads/ERR374848_1.fastq.gz	E_faecium_342/all_reads/ERR374848_2.fastq.gz
ERR374849	E_faecium	E_faecium_342/all_reads/ERR374849_1.fastq.gz	E_faecium_342/all_reads/ERR374849_2.fastq.gz
ERR374857	E_faecium	E_faecium_342/all_reads/ERR374857_1.fastq.gz	E_faecium_342/all_reads/ERR374857_2.fastq.gz
ERR374861	E_faecium	E_faecium_342/all_reads/ERR374861_1.fastq.gz	E_faecium_342/all_reads/ERR374861_2.fastq.gz
ERR374867	E_faecium	E_faecium_342/all_reads/ERR374867_1.fastq.gz	E_faecium_342/all_reads/ERR374867_2.fastq.gz
ERR374868	E_faecium	E_faecium_342/all_reads/ERR374868_1.fastq.gz	E_faecium_342/all_reads/ERR374868_2.fastq.gz
ERR374872	E_faecium	E_faecium_342/all_reads/ERR374872_1.fastq.gz	E_faecium_342/all_reads/ERR374872_2.fastq.gz
ERR374875	E_faecium	E_faecium_342/all_reads/ERR374875_1.fastq.gz	E_faecium_342/all_reads/ERR374875_2.fastq.gz
ERR374877	E_faecium	E_faecium_342/all_reads/ERR374877_1.fastq.gz	E_faecium_342/all_reads/ERR374877_2.fastq.gz
ERR374879	E_faecium	E_faecium_342/all_reads/ERR374879_1.fastq.gz	E_faecium_342/all_reads/ERR374879_2.fastq.gz
ERR374880	E_faecium	E_faecium_342/all_reads/ERR374880_1.fastq.gz	E_faecium_342/all_reads/ERR374880_2.fastq.gz
ERR374882	E_faecium	E_faecium_342/all_reads/ERR374882_1.fastq.gz	E_faecium_342/all_reads/ERR374882_2.fastq.gz
ERR374890	E_faecium	E_faecium_342/all_reads/ERR374890_1.fastq.gz	E_faecium_342/all_reads/ERR374890_2.fastq.gz
ERR374893	E_faecium	E_faecium_342/all_reads/ERR374893_1.fastq.gz	E_faecium_342/all_reads/ERR374893_2.fastq.gz
ERR374894	E_faecium	E_faecium_342/all_reads/ERR374894_1.fastq.gz	E_faecium_342/all_reads/ERR374894_2.fastq.gz
ERR374895	E_faecium	E_faecium_342/all_reads/ERR374895_1.fastq.gz	E_faecium_342/all_reads/ERR374895_2.fastq.gz
ERR374898	E_faecium	E_faecium_342/all_reads/ERR374898_1.fastq.gz	E_faecium_342/all_reads/ERR374898_2.fastq.gz
ERR374899	E_faecium	E_faecium_342/all_reads/ERR374899_1.fastq.gz	E_faecium_342/all_reads/ERR374899_2.fastq.gz
ERR374908	E_faecium	E_faecium_342/all_reads/ERR374908_1.fastq.gz	E_faecium_342/all_reads/ERR374908_2.fastq.gz
ERR374909	E_faecium	E_faecium_342/all_reads/ERR374909_1.fastq.gz	E_faecium_342/all_reads/ERR374909_2.fastq.gz
ERR374911	E_faecium	E_faecium_342/all_reads/ERR374911_1.fastq.gz	E_faecium_342/all_reads/ERR374911_2.fastq.gz
ERR374914	E_faecium	E_faecium_342/all_reads/ERR374914_1.fastq.gz	E_faecium_342/all_reads/ERR374914_2.fastq.gz
ERR374915	E_faecium	E_faecium_342/all_reads/ERR374915_1.fastq.gz	E_faecium_342/all_reads/ERR374915_2.fastq.gz
ERR374916	E_faecium	E_faecium_342/all_reads/ERR374916_1.fastq.gz	E_faecium_342/all_reads/ERR374916_2.fastq.gz
ERR374920	E_faecium	E_faecium_342/all_reads/ERR374920_1.fastq.gz	E_faecium_342/all_reads/ERR374920_2.fastq.gz
ERR374921	E_faecium	E_faecium_342/all_reads/ERR374921_1.fastq.gz	E_faecium_342/all_reads/ERR374921_2.fastq.gz
ERR374922	E_faecium	E_faecium_342/all_reads/ERR374922_1.fastq.gz	E_faecium_342/all_reads/ERR374922_2.fastq.gz
ERR374926	E_faecium	E_faecium_342/all_reads/ERR374926_1.fastq.gz	E_faecium_342/all_reads/ERR374926_2.fastq.gz
ERR374927	E_faecium	E_faecium_342/all_reads/ERR374927_1.fastq.gz	E_faecium_342/all_reads/ERR374927_2.fastq.gz
ERR374933	E_faecium	E_faecium_342/all_reads/ERR374933_1.fastq.gz	E_faecium_342/all_reads/ERR374933_2.fastq.gz
ERR374937	E_faecium	E_faecium_342/all_reads/ERR374937_1.fastq.gz	E_faecium_342/all_reads/ERR374937_2.fastq.gz
ERR374940	E_faecium	E_faecium_342/all_reads/ERR374940_1.fastq.gz	E_faecium_342/all_reads/ERR374940_2.fastq.gz
ERR374947	E_faecium	E_faecium_342/all_reads/ERR374947_1.fastq.gz	E_faecium_342/all_reads/ERR374947_2.fastq.gz
ERR374949	E_faecium	E_faecium_342/all_reads/ERR374949_1.fastq.gz	E_faecium_342/all_reads/ERR374949_2.fastq.gz
ERR374953	E_faecium	E_faecium_342/all_reads/ERR374953_1.fastq.gz	E_faecium_342/all_reads/ERR374953_2.fastq.gz
ERR374954	E_faecium	E_faecium_342/all_reads/ERR374954_1.fastq.gz	E_faecium_342/all_reads/ERR374954_2.fastq.gz
ERR374958	E_faecium	E_faecium_342/all_reads/ERR374958_1.fastq.gz	E_faecium_342/all_reads/ERR374958_2.fastq.gz
ERR374964	E_faecium	E_faecium_342/all_reads/ERR374964_1.fastq.gz	E_faecium_342/all_reads/ERR374964_2.fastq.gz
ERR374968	E_faecium	E_faecium_342/all_reads/ERR374968_1.fastq.gz	E_faecium_342/all_reads/ERR374968_2.fastq.gz
ERR374971	E_faecium	E_faecium_342/all_reads/ERR374971_1.fastq.gz	E_faecium_342/all_reads/ERR374971_2.fastq.gz
ERR374978	E_faecium	E_faecium_342/all_reads/ERR374978_1.fastq.gz	E_faecium_342/all_reads/ERR374978_2.fastq.gz
ERR374979	E_faecium	E_faecium_342/all_reads/ERR374979_1.fastq.gz	E_faecium_342/all_reads/ERR374979_2.fastq.gz
ERR374982	E_faecium	E_faecium_342/all_reads/ERR374982_1.fastq.gz	E_faecium_342/all_reads/ERR374982_2.fastq.gz
ERR374987	E_faecium	E_faecium_342/all_reads/ERR374987_1.fastq.gz	E_faecium_342/all_reads/ERR374987_2.fastq.gz
ERR374988	E_faecium	E_faecium_342/all_reads/ERR374988_1.fastq.gz	E_faecium_342/all_reads/ERR374988_2.fastq.gz
ERR374989	E_faecium	E_faecium_342/all_reads/ERR374989_1.fastq.gz	E_faecium_342/all_reads/ERR374989_2.fastq.gz
ERR374990	E_faecium	E_faecium_342/all_reads/ERR374990_1.fastq.gz	E_faecium_342/all_reads/ERR374990_2.fastq.gz
ERR374993	E_faecium	E_faecium_342/all_reads/ERR374993_1.fastq.gz	E_faecium_342/all_reads/ERR374993_2.fastq.gz
ERR374998	E_faecium	E_faecium_342/all_reads/ERR374998_1.fastq.gz	E_faecium_342/all_reads/ERR374998_2.fastq.gz
ERR375001	E_faecium	E_faecium_342/all_reads/ERR375001_1.fastq.gz	E_faecium_342/all_reads/ERR375001_2.fastq.gz
ERR375003	E_faecium	E_faecium_342/all_reads/ERR375003_1.fastq.gz	E_faecium_342/all_reads/ERR375003_2.fastq.gz
ERR375005	E_faecium	E_faecium_342/all_reads/ERR375005_1.fastq.gz	E_faecium_342/all_reads/ERR375005_2.fastq.gz
ERR375011	E_faecium	E_faecium_342/all_reads/ERR375011_1.fastq.gz	E_faecium_342/all_reads/ERR375011_2.fastq.gz
